股票代码,股票简称,行业概念,事件概念,交易概念
301089.SZ,拓新药业,肝炎,"新冠治疗,猴痘","融资融券,注册制次新股,新股与次新股,转融券标的"
688077.SH,大地熊,稀土永磁,专精特新,"融资融券,转融券标的"
002523.SZ,天桥起重,"机械装备,冰雪产业,体育产业,智慧停车,机器人,核电,风电","地方国资改革,工业4.0,一带一路,华为,军工",
603330.SH,上海天洋,"无线耳机,网络直播,环保包装,太阳能,光伏","华为,专精特新",参股新三板
688617.SH,惠泰医疗,,专精特新,"融资融券,转融券标的"
688216.SH,气派科技,"芯片,先进封装（Chiplet）,集成电路,芯片封装测试,第三代半导体,5G",,"融资融券,转融券标的"
688267.SH,中触媒,新材料,,"融资融券,新股与次新股,科创次新股,转融券标的"
600898.SH,国美通讯,消费电子,"黄光裕,国产操作系统",摘帽
002601.SZ,龙佰集团,"钛白粉,氢能源,养老,锂电池,天然气,钒电池,小额贷款,忆阻器,磷酸铁锂,新能源,石墨电极",,"MSCI,融资融券,标普道琼斯A股,转融券标的,富时罗素股,深股通,富时罗素"
002597.SZ,金禾实业,"煤化工,代糖,甲醛,调味品,生物质能,甲酸,双氧水",循环经济,"融资融券,标普道琼斯A股,转融券标的,半年报预增,富时罗素股,深股通,富时罗素"
688707.SH,振华新材,"锂电池,钠离子电池","央企国资改革,地方国资改革,宁德时代","融资融券,新股与次新股,半年报预增,转融券标的,科创次新股"
002992.SZ,宝明科技,"MiniLED,虚拟现实,锂电池,锂电原料,新能源汽车,无人机,消费电子","小米,华为,比亚迪",
002270.SZ,华明装备,"特高压,CAD,工业母机,机器人,工业机器人,高端装备",,
002520.SZ,日发精机,"航空航天,工业母机,通用航空,机器人,工业机器人,智能制造,高端装备","工业4.0,一带一路,军民融合,航天军工",人民币贬值受益
300256.SZ,*ST星星,"OLED,柔性屏,裸眼3D,虚拟现实,指纹技术,触摸屏,OLED显示模组,WIN升级,3D玻璃,黄金,两轮车,VR设备,消费电子,智能穿戴","地方国资改革,苹果,华为,小米,特斯拉",ST板块
688728.SH,格科微,"汽车电子,芯片,消费电子",,"融资融券,新股与次新股,科创次新股,转融券标的"
002268.SZ,卫士通,"量子科技,芯片,移动支付,密码安全管理,区块链储备,透明计算,电子政务,数据安全,网络安全,数字货币,云计算,大数据,5G,区块链,VPN","华为鲲鹏,数字中国,国产软件,腾讯,华为,国产操作系统,央企国资改革,中国电科系,国资云","MSCI,融资融券,标普道琼斯A股,转融券标的,富时罗素股,深股通,富时罗素"
301212.SZ,联盛化学,"草地贪夜蛾防治,锂电池,消毒剂,可降解塑料","新冠治疗,抗艾滋病,外贸受益","融资融券,新股与次新股,转融券标的,人民币贬值受益,注册制次新股"
002599.SZ,盛通股份,"机器人,幼儿教育,云印刷,在线教育",商汤科技,
600794.SH,保税科技,"物流电商平台,航运港口,乙二醇,智能物流,电子商务","统一大市场,油价下调,一带一路,地方国资改革",
300696.SZ,爱乐达,大飞机,"贸易战受益股,军工,军民融合",深股通
000503.SZ,国新健康,"互联网医疗,DRG/DIP,智能医疗,养老,TMT,电子商务","数字经济,地方国资改革,华为,央企国资改革,健康中国,医保目录","标普道琼斯A股,融资融券,富时罗素股,转融券标的"
001266.SZ,宏英智能,"物联网,新能源汽车,智能制造,人工智能","国产软件,专精特新","核准制次新股,新股与次新股"
002136.SZ,安纳达,"钛白粉,磷化工,锂电原料,忆阻器,磷酸铁锂",,
002748.SZ,世龙实业,染料,循环经济,半年报预增
300737.SZ,科顺股份,水利,新型城镇化,深股通
002805.SZ,丰元股份,"磷酸铁锂,锂电池,正极材料","宁德时代,比亚迪",半年报预增
000004.SZ,ST国华,"电力物联网,数据安全,网络安全,物联网,5G,车联网","鸿蒙,华为,中科系","壳资源,ST板块"
837344.BJ,三元基因,生物医药,,
300443.SZ,金雷股份,"海上风电,生物疫苗,风电",,"创投,参股新三板,深股通"
001319.SZ,铭科精技,"汽车制造,新能源汽车,汽车热管理,一体化压铸",小鹏汽车,"核准制次新股,新股与次新股"
000633.SZ,合金投资,"核电,涉矿,新材料",健康中国,"壳资源,半年报预增"
002502.SZ,鼎龙文化,"钛白粉,动漫,影视娱乐,文化传媒,IP,机器人,手机游戏,人工智能,网络游戏",圣诞节,
002847.SZ,盐津铺子,"休闲零食,电子商务",,"富时罗素,深股通,半年报预增"
300472.SZ,新元科技,"云游戏,硅能源,多晶硅,智能终端,冰雪产业,云计算,体育产业,工业互联网,5G,数据中心,废气处理,机器人,区块链,光伏","工业4.0,东数西算（算力）,智慧城市",参股新三板
603738.SH,泰晶科技,"汽车电子,元器件,汽车芯片","比亚迪,华为,军工,宁德时代,华为海思股,专精特新",沪股通
300996.SZ,普联软件,区块链,"国产软件,小米","融资融券,转融券标的"
300817.SZ,双飞股份,新能源汽车,"军工,特斯拉",人民币贬值受益
688281.SH,华秦科技,新材料,军工,"融资融券,新股与次新股,科创次新股,转融券标的"
000697.SZ,炼石航空,"大飞机,无人机,航空发动机,航空航天","军工,稀缺资源",
300224.SZ,正海磁材,"小金属,磁悬浮,新材料,永磁高铁,稀土永磁,新能源汽车,电机电控,北汽新能源,消费电子,超级高铁",,"富时罗素,富时罗素股,养老金持股,深股通"
603538.SH,美诺华,"肝炎,辅助生殖","新冠治疗,新冠检测","人民币贬值受益,参股基金,半年报预增"
688306.SH,均普智能,"医疗器械,汽车电子,汽车热管理,机器人,新能源汽车,智能制造","工业4.0,新冠检测","融资融券,新股与次新股,转融券标的,人民币贬值受益,科创次新股"
300545.SZ,联得装备,"OLED,芯片,柔性屏,MiniLED,TOPCON电池,汽车电子,锂电池,HJT电池,芯片封装测试,OLED设备制造,超清视频,机器人,光伏","工业4.0,苹果,富士康,华为",
603035.SH,常熟汽饰,"无人驾驶,新能源汽车","恒大,理想汽车,小鹏汽车,蔚来汽车,特斯拉",
605128.SH,上海沿浦,"新能源汽车,高铁",,
000619.SZ,海螺新材,"绿色建筑,建筑节能,工业互联网,光伏","新型城镇化,地方国资改革",
688686.SH,奥普特,机器视觉,苹果,"融资融券,转融券标的"
301099.SZ,雅创电子,"芯片设计,芯片,汽车电子,汽车芯片,新能源汽车",比亚迪,"高送转预期,融资融券,新股与次新股,半年报预增,转融券标的,注册制次新股"
002145.SZ,中核钛白,"钛白粉,锂电制造,锂电池,脱硫脱硝,钒电池,磷酸铁锂,动力电池回收",宁德时代,"融资融券,标普道琼斯A股,转融券标的,富时罗素股,深股通,富时罗素"
600976.SH,健民集团,"儿童医药医疗,中医药","三胎,医保目录,流感","老字号,融资融券,养老金持股,转融券标的"
603086.SH,先达股份,"大豆,生态农业",,半年报预增
688355.SH,明志科技,"高端装备,工业母机",,"融资融券,转融券标的"
603895.SH,天永智能,"数字孪生,储能,锂电池,口罩,新能源汽车","工业4.0,特斯拉","标普道琼斯A股,富时罗素股"
300542.SZ,新晨科技,"金融科技,NFT,区块链储备,通用航空,大数据,数据中心,区块链,跨境支付（CIPS）","国产软件,华为,军工,军民融合",
688065.SH,凯赛生物,"新材料,可降解塑料",专精特新,"融资融券,转融券标的"
300346.SZ,南大光电,"OLED,OLED材料,光刻胶,集成电路,砷化镓,节能照明,氢氟酸,氮化镓","国产替代,中芯国际,华为,专精特新","融资融券,半年报预增,转融券标的,国家大基金持股,深股通,富时罗素"
603078.SH,江化微,"OLED,芯片,OLED材料,光刻胶,氢氟酸,元器件","中芯国际,专精特新",半年报预增
688699.SH,明微电子,"芯片,集成电路,MiniLED",专精特新,"融资融券,沪股通,转融券标的"
688380.SH,中微半导,"芯片,MCU芯片,电机电控,汽车芯片,IGBT",小米,"融资融券,新股与次新股,科创次新股,转融券标的"
603217.SH,元利科技,,,"送转填权,半年报预增"
002971.SZ,和远气体,"氢能源,燃料电池,集成电路,天然气,节能减排,有机硅",,
300876.SZ,蒙泰高新,,专精特新,"融资融券,转融券标的"
832225.BJ,利通科技,,,半年报预增
300123.SZ,亚光科技,"量子科技,芯片,游艇,燃料电池,元器件,集成电路,第三代半导体,氮化镓,5G,卫星导航,高端装备","海洋经济,军工,军民融合","融资融券,深股通,转融券标的"
300305.SZ,裕兴股份,"OLED,OLED材料,锂电池,气凝胶,新能源,碳海绵,光伏",专精特新,创业板重组松绑
600114.SH,东睦股份,"燃料电池,3D打印,消费电子","小米,苹果,华为,特斯拉","国际板,标普道琼斯A股"
300080.SZ,易成新能,"储能,多晶硅,锂电池,新材料,钒电池,绿色电力,太阳能,金刚石（线）,新能源,负极材料,光伏,石墨电极","宁德时代,地方国资改革",深股通
000928.SZ,中钢国际,"基建工程,医疗废物处理,超超临界发电,口罩,3D打印,节能环保","碳中和,地方国资改革,工业4.0,一带一路,央企国资改革","标普道琼斯A股,融资融券,转融券标的,中字头股票,富时罗素股,深股通,央企控股"
300103.SZ,达刚控股,"机械装备,固废处理,公路建设,稀土永磁,高端装备,节能环保","新型城镇化,一带一路,智慧城市,军工,军民融合",
603868.SH,飞科电器,"空气净化,家用电器",,"融资融券,标普道琼斯A股,转融券标的,富时罗素股,富时罗素,沪股通"
002161.SZ,远望谷,"移动支付,芯片,烟草,无人零售,智能终端,电子标签,铁路基建,物联网,电子车牌,车联网","食品安全,电子身份证,智慧城市,迪士尼","融资融券,创投,转融券标的"
300499.SZ,高澜股份,"充电桩,储能,汽车热管理,锂电池,数据中心,新能源,新能源汽车,柔性直流输电,风电","宁德时代,比亚迪,军工,专精特新",创业板重组松绑
300261.SZ,雅本化学,"草地贪夜蛾防治,固废处理,NMN,生物医药,抗癌,工业大麻,肝炎,垃圾分类",新冠治疗,"人民币贬值受益,融资融券,转融券标的"
603032.SH,德新交运,锂电池,比亚迪,"摘帽,半年报预增"
300395.SZ,菲利华,"OLED,OLED材料,蓝宝石,集成电路,光纤光缆,5G","军民融合,国产替代,航天军工","送转填权,养老金持股,深股通"
002782.SZ,可立克,"充电桩,储能,电子信息,5G,元器件,新能源汽车,光伏",,"富时罗素股,深股通"
002346.SZ,柘中股份,"体育产业,锂电池",,"创投,参股银行"
603997.SH,继峰股份,新能源汽车,"理想汽车,特斯拉",标普道琼斯A股
688119.SH,中钢洛耐,碳化硅,"央企国资改革,军工,地方国资改革","融资融券,新股与次新股,科创次新股,转融券标的"
000818.SZ,航锦科技,"氢能源,芯片,GPU,TDI,盐酸,燃料电池,集成电路,环氧丙烷,5G,液氯,卫星导航,烧碱","金改,军工,地方国资改革","融资融券,标普道琼斯A股,转融券标的,创投,股权转让,富时罗素股,深股通,富时罗素"
603665.SH,康隆达,"医疗器械,锂电池",,"人民币贬值受益,半年报预增"
688331.SH,荣昌生物,生物医药,,"融资融券,新股与次新股,转融券标的,科创次新股,沪股通"
688359.SH,三孚新科,"HJT电池,光伏",,"融资融券,转融券标的"
002815.SZ,崇达技术,"汽车电子,PCB,柔性屏,5G","谷歌,特斯拉,比亚迪","标普道琼斯A股,养老金持股,人民币贬值受益,富时罗素股,深股通,富时罗素"
002162.SZ,悦心健康,"养老,牙科医疗,辅助生殖,精装修,医美","民营医院,两会,健康中国","国际板,参股保险,沪台通"
002749.SZ,国光股份,"钾肥,化肥,草甘膦,磷化工",乡村振兴,
601139.SH,深圳燃气,"氢能源,燃料电池,天然气,光伏,抗寒","西气东输,地方国资改革","融资融券,标普道琼斯A股,转融券标的,富时罗素股,富时罗素,沪股通,证金持股"
600992.SH,贵绳股份,"黑洞,国产航母","军工,地方国资改革",
002669.SZ,康达新材,"环氧树脂,裸眼3D,锂电池,集成电路,新材料,碳纤维,供应链金融,靶材,机器人,卫星导航,消费电子,风电","军民融合,军工,地方国资改革",
300767.SZ,震安科技,"装配式建筑,地震",,深股通
300565.SZ,科信技术,"5G主设备,储能,锂电池,物联网,边缘计算,5G,数据中心",智慧灯杆,
300193.SZ,佳士科技,"机器人,工业机器人",工业4.0,养老金持股
300655.SZ,晶瑞电材,"OLED,锂电池,光刻胶,集成电路,新材料,无人驾驶,新能源","宁德时代,国产替代,中芯国际,比亚迪","送转填权,深股通"
603976.SH,正川股份,"疫苗存储,医疗器械",,
002378.SZ,章源钨业,"稀有金属,钨,小金属",军工,"融资融券,转融券标的,半年报预增,富时罗素股,深股通,富时罗素"
300699.SZ,光威复材,"新材料,碳纤维,航空航天,风电","军工,军民融合","MSCI,融资融券,转融券标的,富时罗素股,深股通,富时罗素"
832491.BJ,奥迪威,,,新股与次新股
301286.SZ,侨源股份,,宁德时代,"融资融券,注册制次新股,新股与次新股,转融券标的"
301190.SZ,善水科技,幽门螺杆菌,,"融资融券,新股与次新股,转融券标的,参股银行,注册制次新股"
301248.SZ,杰创智能,"智能医疗,网络安全,云计算,智能物流,智能交通,数据中心,无人机,区块链,人工智能","新型城镇化,智慧政务,智慧城市,华为,军工","融资融券,注册制次新股,新股与次新股,转融券标的"
301129.SZ,瑞纳智能,节能环保,专精特新,"融资融券,注册制次新股,新股与次新股,转融券标的"
600230.SH,沧州大化,TDI,"央企国资改革,地方国资改革","标普道琼斯A股,融资融券,富时罗素股,转融券标的"
603088.SH,宁波精达,"芯片,汽车热管理,锂电池,芯片封装测试,新能源汽车,动力电池回收","宁德时代,专精特新",半年报预增
603306.SH,华懋科技,"汽车制造,光刻胶","特斯拉,比亚迪",股权转让
600096.SH,云天化,"煤化工,化肥,锂电隔膜,锂电池,六氟磷酸锂,尿素,磷酸铁锂,玻璃纤维,磷化工,磷酸一铵,甲醇,涉矿,氟化工","碳中和,乡村振兴,地方国资改革","MSCI,融资融券,半年报预增,转融券标的,沪股通"
002827.SZ,高争民爆,民爆,地方国资改革,半年报预增
002201.SZ,正威新材,"芯片,轨道交通,新材料,航空航天,玻璃纤维,特种玻璃,风电",智慧灯杆,深股通
300887.SZ,谱尼测试,"CRO,体外诊断,幽门螺杆菌,口罩,新能源汽车,肝炎,土壤修复,基因测序","碳中和,新冠检测,猴痘,军工,食品安全,特斯拉","融资融券,半年报预增,转融券标的,送转填权,深股通"
002885.SZ,京泉华,"OLED,充电桩,储能,汽车电子,第三代半导体,OLED设备制造,氮化镓,5G,新能源汽车,无线充电,光伏","比亚迪,富士康,华为,小米,华为汽车",半年报预增
300801.SZ,泰和科技,"氢能源,锂电池,磷化工,新能源,烧碱",,"人民币贬值受益,半年报预增"
603577.SH,汇金通,"特高压,光伏",,
603192.SH,汇得科技,"合成革,汽车热管理,新能源汽车",专精特新,
603706.SH,东方环宇,天然气,,
688518.SH,联赢激光,激光器,宁德时代,"融资融券,转融券标的"
301057.SZ,汇隆新材,涤纶,一带一路,"融资融券,注册制次新股,新股与次新股,转融券标的"
002318.SZ,久立特材,"油气管网,海水淡化,超超临界发电,人造太阳,特钢,轧板,新材料,天然气管道,核电,LNG汽车","工业4.0,西气东输,海洋经济","融资融券,标普道琼斯A股,转融券标的,富时罗素股,深股通,富时罗素"
002723.SZ,小崧股份,"家用电器,小额贷款,新型烟草","露营经济,军工",人民币贬值受益
603022.SH,新通联,智能终端,,
603822.SH,嘉澳环保,生物质能,,
000035.SZ,中国天楹,"医疗废物处理,储能,固废处理,垃圾发电,生物质能发电,垃圾分类,节能环保",,"融资融券,标普道琼斯A股,转融券标的,富时罗素股,深股通,富时罗素"
600778.SH,友好集团,免税店,"新零售,一带一路","壳资源,半年报预增"
600962.SH,国投中鲁,,"央企国资改革,国投系,地方国资改革","人民币贬值受益,央企控股,苹果期货"
300946.SZ,恒而达,工业母机,"国产替代,专精特新","送转填权,融资融券,转融券标的"
688201.SH,信安世纪,"数据安全,网络安全,数字货币,车联网,跨境支付（CIPS）","国产软件,专精特新","融资融券,转融券标的"
002225.SZ,濮耐股份,"金属镁,小金属,类稀土,新材料,涉矿",碳中和,证金持股
600221.SH,ST海航,航空租赁,"厚朴系,海航系,油价下调","MSCI,人民币升值,ST板块"
002760.SZ,凤形股份,节能减排,军工,"壳资源,股权转让"
688690.SH,纳微科技,新材料,专精特新,"融资融券,转融券标的"
603324.SH,盛剑环境,"集成电路,节能环保","中芯国际,华为,宁德时代",
300650.SZ,太龙股份,"无线耳机,元宇宙,MiniLED,虚拟现实,汽车电子,集成电路,节能照明,物联网,超清视频,元器件","比亚迪,智慧灯杆,智慧城市,华为,小米","送转填权,创业板重组松绑"
603978.SH,深圳新星,"一体化压铸,锂电池,新材料,六氟磷酸锂,PVDF,氢氟酸,有色铝,氟化工",军工,
001217.SZ,华尔泰,"消毒剂,化肥,双氧水",,"核准制次新股,新股与次新股"
688179.SH,阿拉丁,"新材料,千金藤素,电子商务","猴痘,专精特新","融资融券,转融券标的"
300771.SZ,智莱科技,"冷链物流,快递,换电,人脸识别",智慧城市,"送转填权,人民币贬值受益,半年报预增"
688128.SH,中国电研,"锂电池,抽水蓄能","央企国资改革,比亚迪,一带一路,地方国资改革","融资融券,转融券标的"
688189.SH,南新制药,"创新药,仿制药一致性评价,仿制药","禽流感,地方国资改革,流感","融资融券,转融券标的"
300963.SZ,中洲特材,"核电,新材料,3D打印","军工,国产替代","高送转预期,融资融券,半年报预增,转融券标的"
600343.SH,航天动力,"水利,大飞机,月球车,金融IC","地方国资改革,航天系,军民融合,央企国资改革,航天军工","标普道琼斯A股,融资融券,转融券标的,富时罗素股,参股新三板"
001228.SZ,永泰运,"工业互联网,跨境电商",统一大市场,"新股与次新股,半年报预增"
002935.SZ,天奥电子,"量子科技,医疗器械,芯片,5G,卫星导航","地方国资改革,华为,军民融合,央企国资改革,军工,中国电科系,太空经济",深股通
600400.SH,红豆股份,"锂电池,网络直播,工业互联网,小额贷款,透明工厂,电子商务","京东,新零售,抖音小店,金改,军工,民营金融","融资融券,参股民营银行,转融券标的,独角兽,创投,参股银行"
301233.SZ,盛帮股份,"航空发动机,核污染防治,智能电网,新能源汽车,核电,光伏,风电","军工,比亚迪","融资融券,注册制次新股,新股与次新股,转融券标的"
301012.SZ,扬电科技,节能减排,,"融资融券,转融券标的"
300871.SZ,回盛生物,"兽药,饲料",宠物经济,"融资融券,转融券标的"
603076.SH,乐惠国际,"啤酒,C2M","新零售,大消费",
003022.SZ,联泓新科,"聚丙烯,锂电池,新材料,可降解塑料,甲醇,光伏",国产替代,深股通
300593.SZ,新雷能,5G,"军民融合,军工,专精特新,航天军工",深股通
300410.SZ,正业科技,"覆铜板,OLED,芯片,芯片设备,锂电池,新材料,激光,节能照明,锂电设备,5G,口罩,新能源汽车,高端装备","比亚迪,地方国资改革,工业4.0,苹果,华为,宁德时代,食品安全",
301298.SZ,东利机械,"油气装备,高铁,汽车制造,机器视觉,机器人,新能源汽车,智能制造",,"融资融券,新股与次新股,转融券标的,人民币贬值受益,注册制次新股"
002708.SZ,光洋股份,"机器人,新能源汽车,PCB,高端装备","阅兵,蔚来汽车,军工,比亚迪","壳资源,创投"
300620.SZ,光库科技,"量子科技,芯片,光纤,激光,无人驾驶,5G,3D打印,激光器",地方国资改革,股权转让
002160.SZ,常铝股份,"生物安全,医疗器械,金属回收,汽车热管理,锂电池,有色铝,铝材加工,新能源汽车","蔚来汽车,特斯拉,比亚迪,地方国资改革",
002592.SZ,ST八菱,"细胞免疫治疗,文化传媒,燃料电池,汽车热管理,新能源汽车,网络游戏",专精特新,ST板块
002386.SZ,天原股份,"钛白粉,氢能源,融资租赁,增碳剂,锂电池,新材料,水泥,磷化工,煤炭,磷酸铁锂,金刚石（线）,区块链,PVC,烧碱","宁德时代,循环经济,地方国资改革",深股通
002388.SZ,新亚制程,"新材料,超硬材料,电子信息,供应链金融,新能源汽车,融资租赁,有机硅","富士康,华为,郭台铭",台湾股
300429.SZ,强力新材,"富媒体,OLED,OLED材料,光刻胶,集成电路",专精特新,"富时罗素,融资融券,富时罗素股,转融券标的"
301049.SZ,超越科技,"动力电池回收,汽车拆解,医疗废物处理,固废处理,危废处理,节能环保",,"融资融券,注册制次新股,新股与次新股,转融券标的"
601717.SH,郑煤机,"汽车制造,新能源汽车,高端装备,高铁","工业4.0,军工,比亚迪","融资融券,标普道琼斯A股,转融券标的,富时罗素股,富时罗素,沪股通"
300740.SZ,水羊股份,"跨境电商,化妆护肤品,医美,毛发医疗,电子商务","拼多多,网红经济",深股通
002806.SZ,华锋股份,"储能,燃料电池,新能源整车,汽车热管理,铝电解电容,无人驾驶,有色铝,铝材加工,新能源汽车,高压快充",百度,
300943.SZ,春晖智控,"新能源汽车,氢能源,汽车热管理",,"送转填权,融资融券,转融券标的"
301155.SZ,海力风电,"海上风电,绿色电力,风电",,"融资融券,注册制次新股,新股与次新股,转融券标的"
603879.SH,永悦科技,,贸易战受益股,股权转让
002164.SZ,宁波东力,"减速器,风电",,
300823.SZ,建科机械,"基建工程,装配式建筑,水利","新型城镇化,一带一路,专精特新",
300415.SZ,伊之密,"一体化压铸,工业母机,5G,机器人,融资租赁,工业机器人",比亚迪,
301058.SZ,中粮工科,"粮食,体育产业,冷链物流,冰雪产业","中粮系,地方国资改革,一带一路,冬奥会,乡村振兴,央企国资改革","融资融券,新股与次新股,转融券标的,中字头股票,注册制次新股"
300161.SZ,华中数控,"数字孪生,医疗机器人,锂电池,职业教育,工业母机,工业互联网,3D打印,口罩,机器人,电机电控,新能源汽车,工业机器人,智能制造,高端装备","工业4.0,阿里巴巴,埃博拉,军工,国产替代",创业板重组松绑
688526.SH,科前生物,"动物疫苗,体外诊断",,"融资融券,沪股通,转融券标的"
300097.SZ,智云股份,"OLED,柔性屏,MiniLED,OLED显示模组,智能物流,超清视频,口罩,机器人,工业机器人,智能制造","工业4.0,小米,华为",创业板重组松绑
688779.SH,长远锂科,"锂电池,正极材料,钠离子电池","央企国资改革,地方国资改革,宁德时代","MSCI,融资融券,半年报预增,转融券标的"
688357.SH,建龙微纳,"质子交换膜,氢能源,新材料",专精特新,"融资融券,转融券标的"
002377.SZ,国创高新,"噪声防治,住房租赁,沥青,天然气,小额贷款,数据中心",租售同权,
300343.SZ,联创股份,"绿色建筑,虚拟现实,锂电池,新材料,氟化工,制冷剂,节能减排,PVDF,可降解塑料,锂电原料,VR设备,钠离子电池,消毒剂,风电",宁德时代,"融资融券,半年报预增,转融券标的"
300525.SZ,博思软件,"区块链,电子发票,供应链金融","数字经济,数字乡村,数字中国,国产软件,腾讯,智慧政务,智慧城市","票交所,养老金持股,深股通"
837212.BJ,智新电子,汽车电子,,
688350.SH,富淼科技,"氢能源,污水处理",专精特新,"融资融券,转融券标的"
000545.SZ,金浦钛业,"磷酸铁锂,锂电池,磷化工,钛白粉",,
002351.SZ,漫步者,"无线耳机,智能音箱,口罩,骨传导,音乐产业,消费电子,智能穿戴","腾讯音乐,迪士尼","融资融券,深股通,转融券标的"
600212.SH,绿能慧充,"充电桩,储能,节能减排,铝材加工,新能源,高压快充,胶合板",电力改革,
002361.SZ,神剑股份,"轨道交通,高铁,磁悬浮,碳纤维,卫星导航,无人机,高端装备,石墨烯","军工,军民融合,航天军工",参股民营银行
301219.SZ,腾远钴业,"钴,锂电池,新材料,金属镍,锂电原料,小金属,动力电池回收",,"融资融券,新股与次新股,转融券标的,送转填权,注册制次新股"
300596.SZ,利安隆,新材料,,深股通
002612.SZ,朗姿股份,"化妆护肤品,牙科医疗,口罩,C2M,医美,毛发医疗,电子商务","新零售,三胎,商品新零售,网红经济",深股通
002694.SZ,顾地科技,"海绵城市,地下管网,水利,体育产业,旅游",新型城镇化,
002866.SZ,传艺科技,"PCB,钠离子电池,柔性屏,消费电子","小米,富士康,华为,专精特新",
301059.SZ,金三江,气凝胶,,"融资融券,注册制次新股,新股与次新股,转融券标的"
300121.SZ,阳谷华泰,"新材料,硅能源,芯片,橡胶",APEC会议,参股新三板
603067.SH,振华股份,"钛白粉,钒电池,维生素",军工,半年报预增
301091.SZ,深城交,"数字孪生,水利,无人驾驶,智慧停车,智能交通,大数据,车联网","新型城镇化,新基建,地方国资改革,联想,智慧城市,华为,智慧灯杆,百度","融资融券,注册制次新股,新股与次新股,转融券标的"
301076.SZ,新瀚新材,,,"融资融券,注册制次新股,新股与次新股,转融券标的"
688308.SH,欧科亿,工业母机,专精特新,"融资融券,转融券标的"
000586.SZ,汇源通信,"脱硫脱硝,TMT,电子信息,安防,光纤光缆,5G",专精特新,壳资源
688223.SH,晶科能源,"光伏,TOPCON电池",,"融资融券,新股与次新股,科创次新股,转融券标的"
300682.SZ,朗新科技,"充电桩,虚拟电厂,工业互联网,边缘计算,超清视频,能源互联网,区块链,光伏","国产软件,蚂蚁金服","富时罗素,富时罗素股,深股通,半年报预增"
688253.SH,英诺特,重组蛋白,"猴痘,新冠检测,流感","融资融券,新股与次新股,科创次新股,转融券标的"
002323.SZ,雅博股份,"智能建筑,储能,HJT电池,光伏建筑一体化,光伏","数字乡村,一带一路,地方国资改革",摘帽
300073.SZ,当升科技,"固态电池,钠离子电池,小金属,储能,钴,锂电池,正极材料,新能源汽车,北汽新能源,新能源,高端装备","比亚迪,地方国资改革,苹果,LG,央企国资改革,宁德时代,特斯拉","融资融券,转融券标的,半年报预增,富时罗素股,深股通,富时罗素"
300520.SZ,科大国创,"量子科技,储能,锂电池,智能物流,5G,大数据,新能源汽车,区块链","比亚迪,疫情监测,国产软件,智慧城市,华为,军工",
003028.SZ,振邦智能,"家用电器,储能,汽车电子,汽车热管理,机器人,新能源汽车,光伏",,
603266.SH,天龙股份,"芯片,汽车电子,胎压监测,汽车热管理,无人驾驶,新能源汽车,消费电子,IGBT","特斯拉,国六标准、国六排放、国六,比亚迪",
301063.SZ,海锅股份,"油气装备,油气开采,海工装备,核电,风电",专精特新,"融资融券,注册制次新股,新股与次新股,转融券标的"
300024.SZ,机器人,"医疗器械,养老,智能物流,增强现实,3D打印,服务机器人,人机交互,人工智能,轨道交通,集成电路,航空航天,激光,职业教育,工业互联网,换电,工业机器人,电梯,口罩,机器人,高端装备,智能制造,医疗机器人","中科院系,工业4.0,军工,专精特新,央企国资改革,宁德时代,国产替代,特斯拉","融资融券,参股保险,转融券标的,富时罗素股,深股通,富时罗素"
600753.SH,东方银星,"煤化工,集成电路",,
002288.SZ,超华科技,"覆铜板,芯片,PCB,锂电池,集成电路,5G",智慧城市,"融资融券,独角兽,参股民营银行,转融券标的"
300831.SZ,派瑞股份,"芯片,碳化硅,特高压,第三代半导体,柔性直流输电,IGBT","国产替代,新基建,地方国资改革",
002871.SZ,伟隆股份,地下管网,"军工,外贸受益","人民币贬值受益,半年报预增"
603311.SH,金海高科,"PM2.5,空气净化,口罩",美丽中国,
688167.SH,炬光科技,,,"融资融券,新股与次新股,科创次新股,转融券标的"
600378.SH,昊华科技,"煤层气,氢能源,燃料电池,集成电路,PVDF,口罩,锂电原料,氟化工,页岩气,国产航母","俄乌冲突,碳中和,地方国资改革,中芯国际,碳交易,军工,央企国资改革","融资融券,转融券标的,富时罗素股,富时罗素,沪股通"
300393.SZ,中来股份,"TOPCON电池,光伏建筑一体化,太阳能,新能源,光伏,钙钛矿电池",华为,股权转让
002009.SZ,天奇股份,"节能环保,汽车拆解,尾气治理,金属回收,钴,锂电池,垃圾分类,工业互联网,金属镍,智能物流,新能源汽车,机器人,小金属,车联网,工业机器人,光伏,动力电池回收,风电","恒大,工业4.0,理想汽车,腾讯,小鹏汽车,特斯拉",半年报预增
600301.SH,南化股份,小金属,地方国资改革,摘帽
688319.SH,欧林生物,生物疫苗,专精特新,"融资融券,转融券标的"
301119.SZ,正强股份,新能源汽车,"小鹏汽车,比亚迪","融资融券,注册制次新股,新股与次新股,转融券标的"
001309.SZ,德明利,"内存,芯片设计,芯片,存储芯片,人机交互,集成电路,无人驾驶,人工智能",专精特新,"人民币贬值受益,新股与次新股"
300109.SZ,新开源,"细胞免疫治疗,抗肿瘤,创新药,体外诊断,感知氧气,生物医药,抗癌,干细胞,消毒剂,基因测序","诺贝尔,新冠检测",深股通
688339.SH,亿华通,"燃料电池,氢能源",专精特新,"融资融券,转融券标的"
605499.SH,东鹏饮料,"保健品,网络直播","新零售,杭州亚运会,大消费","沪股通,养老金持股"
