股票代码,股票简称,概念名称,行业概念,事件概念,交易概念
002783.SZ,凯龙股份,"光伏,半年报预增,民爆,军工,军民融合,化肥,燃料电池,参股新三板,融资融券,氢能源,新能源汽车,生态农业","光伏,民爆,氢能源,燃料电池,新能源汽车,化肥,生态农业","军工,军民融合","参股新三板,半年报预增,融资融券"
001202.SZ,炬申股份,"统一大市场,一带一路,新疆振兴",,"统一大市场,一带一路",
300718.SZ,长盛轴承,"长三角一体化,特斯拉,核电",核电,特斯拉,
301196.SZ,唯科科技,"专精特新,人民币贬值受益,养老,特斯拉,三胎,机器人,家用电器,新型烟草,融资融券,新能源汽车,医疗器械,新股与次新股,注册制次新股","养老,机器人,家用电器,新型烟草,新能源汽车,医疗器械","专精特新,特斯拉,三胎","人民币贬值受益,新股与次新股,注册制次新股,融资融券"
002096.SZ,南岭民爆,"军工,民爆,军民融合",民爆,"军工,军民融合",
002035.SZ,华帝股份,"净水,智能家居,标普道琼斯A股,家用电器,空气能热泵,融资融券,恒大,粤港澳大湾区","家用电器,净水,智能家居,空气能热泵",恒大,"标普道琼斯A股,融资融券"
300991.SZ,创益通,"5G,专精特新,小米,送转填权,消费电子,融资融券,新能源汽车","5G,消费电子,新能源汽车","专精特新,小米","送转填权,融资融券"
301216.SZ,万凯新材,"光伏,半年报预增,节能环保,融资融券,新材料,新股与次新股,注册制次新股","光伏,新材料,节能环保",,"半年报预增,新股与次新股,注册制次新股,融资融券"
002306.SZ,中科云网,"网络游戏,节能环保","网络游戏,节能环保",,
605158.SH,华达新材,"新材料,一带一路",新材料,一带一路,
000837.SZ,秦川机床,"3D打印,军工,减速器,高端装备,工业互联网,机器人,工业4.0,工业大麻,一带一路,新能源汽车,股权转让,比亚迪,债转股(AMC),工业母机,航空发动机","3D打印,高端装备,减速器,工业互联网,工业大麻,机器人,新能源汽车,工业母机,航空发动机","工业4.0,比亚迪,军工,一带一路","股权转让,债转股(AMC)"
002848.SZ,高斯贝尔,"超清视频,5G,军工,华为,智能家居,PCB,卫星导航","超清视频,5G,智能家居,PCB,卫星导航","华为,军工",
300130.SZ,新国都,"大数据,区块链,半年报预增,人脸识别,跨境支付（CIPS）,电子身份证,移动支付,芯片,深股通,腾讯,数字货币,融资融券,物联网,汽车电子","大数据,区块链,人脸识别,跨境支付（CIPS）,移动支付,芯片,数字货币,物联网,汽车电子","腾讯,电子身份证","深股通,半年报预增,融资融券"
300468.SZ,四方精创,"区块链,跨境支付（CIPS）,华为,送转填权,参股银行,NFT,云计算,国产软件,数字货币,粤港澳大湾区","区块链,跨境支付（CIPS）,NFT,云计算,数字货币","华为,国产软件","参股银行,送转填权"
002224.SZ,三力士,"新能源汽车,智能制造,工业大麻","新能源汽车,智能制造,工业大麻",,
688087.SH,英科再生,"融资融券,节能环保",节能环保,,融资融券
002198.SZ,嘉应制药,融资融券,,,融资融券
600076.SH,康欣新材,"碳中和,工业4.0,融资融券,土地流转,新材料",新材料,"工业4.0,土地流转,碳中和",融资融券
002109.SZ,兴化股份,煤化工,煤化工,,
001318.SZ,阳光乳业,"冷链物流,电子商务,核准制次新股,乳业,新股与次新股","冷链物流,乳业,电子商务",,"核准制次新股,新股与次新股"
603909.SH,建发合诚,,,,
300071.SZ,福石控股,"抖音,数字经济,元宇宙,华为,摘帽,股权转让,文化传媒,壳资源","文化传媒,元宇宙","华为,抖音,数字经济","股权转让,壳资源,摘帽"
603357.SH,设计总院,"沪股通,水利,智慧城市,一带一路,标普道琼斯A股,智能交通,新型城镇化","智能交通,水利","智慧城市,一带一路,新型城镇化","标普道琼斯A股,沪股通"
600200.SH,江苏吴中,"医美,猴痘,肝炎,幽门螺杆菌,流感,仿制药一致性评价,新冠治疗,融资融券,辅助生殖","医美,肝炎,幽门螺杆菌,仿制药一致性评价,辅助生殖","流感,新冠治疗,猴痘",融资融券
002046.SZ,国机精工,"军工,高端装备,央企国资改革,军民融合,芯片,风电,培育钻石,大飞机,第三代半导体","高端装备,芯片,风电,培育钻石,大飞机,第三代半导体","军工,央企国资改革,军民融合",
002274.SZ,华昌化工,"新冠检测,化肥,燃料电池,深股通,融资融券,氢能源,煤化工","化肥,燃料电池,煤化工,氢能源",新冠检测,"深股通,融资融券"
603737.SH,三棵树,"沪股通,融资融券,标普道琼斯A股",,,"标普道琼斯A股,沪股通,融资融券"
300716.SZ,国立科技,"创业板重组松绑,可降解塑料,碳中和,节能环保,智能音箱,新材料","可降解塑料,智能音箱,新材料,节能环保",碳中和,创业板重组松绑
300622.SZ,博士眼镜,"虚拟现实,华为,眼科医疗","虚拟现实,眼科医疗",华为,
688007.SH,光峰科技,"小米,汽车电子,融资融券",汽车电子,小米,融资融券
603379.SH,三美股份,"锂电池,半年报预增,PVDF,氟化工,融资融券,集成电路","集成电路,PVDF,锂电池,氟化工",,"半年报预增,融资融券"
688327.SH,云从科技,"人脸识别,科创次新股,机器视觉,融资融券,人工智能,新股与次新股","人工智能,机器视觉,人脸识别",,"新股与次新股,科创次新股,融资融券"
002016.SZ,世荣兆业,"横琴新区,融资融券,标普道琼斯A股,粤港澳大湾区,广东自贸区",,,"标普道琼斯A股,融资融券"
301199.SZ,迈赫股份,"军工,智能制造,高端装备,工业互联网,机器人,建筑节能,新能源汽车,物联网,融资融券,比亚迪,人工智能,新股与次新股,智能物流,注册制次新股","智能制造,高端装备,工业互联网,建筑节能,机器人,物联网,新能源汽车,人工智能,智能物流","比亚迪,军工","新股与次新股,注册制次新股,融资融券"
300995.SZ,奇德新材,"特斯拉,三胎,融资融券,新能源汽车,新材料","新材料,新能源汽车","特斯拉,三胎",融资融券
301028.SZ,东亚机械,"比亚迪,专精特新,融资融券",,"比亚迪,专精特新",融资融券
300834.SZ,星辉环材,"新材料,新股与次新股,注册制次新股,融资融券",新材料,,"新股与次新股,注册制次新股,融资融券"
603058.SH,永吉股份,"集成电路,创投,烟草,工业大麻","集成电路,烟草,工业大麻",,创投
002862.SZ,实丰文化,"宠物经济,人民币贬值受益,三胎,NFT,手机游戏,冬奥会","NFT,手机游戏","冬奥会,宠物经济,三胎",人民币贬值受益
688718.SH,唯赛勃,"盐湖提锂,污水处理,融资融券","盐湖提锂,污水处理",,融资融券
603139.SH,康惠制药,"幽门螺杆菌,牙科医疗,NMN","牙科医疗,幽门螺杆菌,NMN",,
688285.SH,高铁电气,"科创次新股,央企国资改革,融资融券,新能源汽车,新股与次新股",新能源汽车,央企国资改革,"新股与次新股,科创次新股,融资融券"
000822.SZ,山东海化,"半年报预增,氢能源,污水处理,钒电池,股权转让","氢能源,污水处理,钒电池",,"股权转让,半年报预增"
002738.SZ,中矿资源,"半年报预增,稀缺资源,锂电池,金属铜,MSCI,特斯拉,深股通,一带一路,融资融券","金属铜,锂电池","稀缺资源,一带一路,特斯拉","半年报预增,深股通,MSCI,融资融券"
831278.BJ,泰德股份,新股与次新股,,,新股与次新股
300230.SZ,永利股份,"小米,长三角一体化,特斯拉",,"小米,特斯拉",
000902.SZ,新洋丰,"农村电商,电子商务,化肥,乡村振兴,磷化工,数字乡村,深股通,氟化工,融资融券,标普道琼斯A股,生态农业","电子商务,磷化工,氟化工,化肥,生态农业","乡村振兴,数字乡村,农村电商","标普道琼斯A股,深股通,融资融券"
688288.SH,鸿泉物联,"胎压监测,智慧城市,融资融券,EDR,车联网,人工智能","EDR,车联网,人工智能,胎压监测",智慧城市,融资融券
600288.SH,大恒科技,"超清视频,半年报预增,期货,专精特新,食品安全,机器人,机器视觉,腾讯,融资融券,宁德时代","超清视频,机器视觉,机器人","专精特新,宁德时代,腾讯,食品安全","半年报预增,期货,融资融券"
688262.SH,国芯科技,"半年报预增,量子科技,汽车电子,科创次新股,电子身份证,汽车芯片,芯片,融资融券,边缘计算,MCU芯片,国家大基金持股,东数西算（算力）,比亚迪,数字货币,新股与次新股","量子科技,汽车芯片,芯片,边缘计算,MCU芯片,数字货币,汽车电子","东数西算（算力）,比亚迪,电子身份证","半年报预增,科创次新股,融资融券,国家大基金持股,新股与次新股"
603856.SH,东宏股份,"地下管网,水利","地下管网,水利",,
605155.SH,西大门,"新材料,建筑节能","新材料,建筑节能",,
605068.SH,明新旭腾,"工业4.0,比亚迪,新材料,华为汽车",新材料,"工业4.0,比亚迪,华为汽车",
603043.SH,广州酒家,"沪股通,电子商务,预制菜,标普道琼斯A股","电子商务,预制菜",,"标普道琼斯A股,沪股通"
300384.SZ,三联虹普,"大数据,可降解塑料,垃圾分类,高端装备,华为,互联网金融,工业互联网,创投,深股通","大数据,可降解塑料,高端装备,垃圾分类,互联网金融,工业互联网",华为,"深股通,创投"
002084.SZ,海鸥住工,"参股新三板,人民币贬值受益,智能家居",智能家居,,"参股新三板,人民币贬值受益"
600716.SH,凤凰股份,"养老,参股券商,融资融券",养老,,"参股券商,融资融券"
603788.SH,宁波高发,"特斯拉,新能源汽车,比亚迪,汽车电子,华为汽车","汽车电子,新能源汽车","比亚迪,特斯拉,华为汽车",
688171.SH,纬德信息,"智能电网,科创次新股,工业互联网,网络安全,虚拟电厂,融资融券,新股与次新股","虚拟电厂,智能电网,工业互联网,网络安全",,"新股与次新股,科创次新股,融资融券"
002156.SZ,通富微电,"先进封装（Chiplet）,华为海思,智能穿戴,人民币贬值受益,特斯拉,MSCI,移动支付,传感器,芯片,融资融券,深股通,物联网,国家大基金持股,标普道琼斯A股,集成电路,第三代半导体","先进封装（Chiplet）,智能穿戴,移动支付,传感器,芯片,物联网,集成电路,第三代半导体","华为海思,特斯拉","国家大基金持股,人民币贬值受益,MSCI,深股通,融资融券,标普道琼斯A股"
603150.SH,万朗磁塑,"可降解塑料,冷链物流,人民币贬值受益,核准制次新股,一带一路,新股与次新股","冷链物流,可降解塑料",一带一路,"核准制次新股,人民币贬值受益,新股与次新股"
300462.SZ,华铭智能,"胎压监测,独角兽,移动支付,ETC,数字货币","ETC,胎压监测,数字货币,移动支付",,独角兽
300403.SZ,汉宇集团,"充电桩,减速器,垃圾分类,智能家居,机器人,家用电器,新能源汽车,汽车热管理,供应链金融,口罩,汽车电子","充电桩,减速器,垃圾分类,智能家居,机器人,家用电器,新能源汽车,汽车热管理,供应链金融,口罩,汽车电子",,
300314.SZ,戴维医疗,"共同富裕示范区,三胎,医疗器械,基因测序","医疗器械,基因测序",三胎,
300553.SZ,集智股份,"创业板重组松绑,军工,高端装备,专精特新,集成电路,新材料","集成电路,新材料,高端装备","专精特新,军工",创业板重组松绑
002532.SZ,天山铝业,"锂电池,钠离子电池,新疆振兴,深股通,俄乌冲突","锂电池,钠离子电池",俄乌冲突,深股通
688150.SH,莱特光电,"专精特新,科创次新股,OLED,融资融券,新材料,新股与次新股","新材料,OLED",专精特新,"新股与次新股,科创次新股,融资融券"
002906.SZ,华阳集团,"百度,胎压监测,车联网,汽车电子,特斯拉,创投,芯片,横琴新区,深股通,节能照明,无人驾驶,恒大,比亚迪,宁德时代,华为汽车","胎压监测,芯片,节能照明,无人驾驶,车联网,汽车电子","百度,特斯拉,恒大,比亚迪,宁德时代,华为汽车","深股通,创投"
603618.SH,杭电股份,"5G,抽水蓄能,锂电池,特高压,军民融合,石墨烯,融资融券,股权转让","5G,抽水蓄能,锂电池,特高压,石墨烯",军民融合,"股权转让,融资融券"
002544.SZ,普天科技,"5G,雄安新区,军工,华为,央企国资改革,军民融合,网络安全,融资融券,深股通,云计算,边缘计算,智慧城市,数据中心,标普道琼斯A股,卫星导航","5G,网络安全,云计算,边缘计算,数据中心,卫星导航","军工,华为,央企国资改革,军民融合,智慧城市","标普道琼斯A股,深股通,融资融券"
300342.SZ,天银机电,"军工,节能环保,华为,无人机,家用电器,无人驾驶,融资融券,卫星导航","节能环保,无人机,家用电器,无人驾驶,卫星导航","华为,军工",融资融券
300588.SZ,熙菱信息,"创业板重组松绑,大数据,安防,专精特新,华为,独角兽,网络安全,新疆振兴,华为鲲鹏,机器视觉,国产软件,智慧城市,东数西算（算力）,数据安全,智能交通,智慧政务","大数据,网络安全,机器视觉,安防,数据安全,智能交通","华为,专精特新,华为鲲鹏,智慧城市,国产软件,东数西算（算力）,智慧政务","创业板重组松绑,独角兽"
300700.SZ,岱勒新材,"创业板重组松绑,光伏,新材料,第三代半导体","光伏,第三代半导体,新材料",,创业板重组松绑
002686.SZ,亿利达,"水利,军工,杭州亚运会,跨境电商,新能源汽车,新材料,方舱医院","跨境电商,新材料,水利,新能源汽车","杭州亚运会,军工,方舱医院",
002470.SZ,ST金正,"农村电商,水泥,化肥,乡村振兴,ST板块,磷化工,土壤修复,生态农业","水泥,磷化工,土壤修复,化肥,生态农业","乡村振兴,农村电商",ST板块
688197.SH,首药控股,"融资融券,新股与次新股,科创次新股",,,"新股与次新股,科创次新股,融资融券"
000707.SZ,双环科技,"化肥,煤化工,摘帽","化肥,煤化工",,摘帽
002932.SZ,明德生物,"半年报预增,新冠检测,猴痘,肝炎,禽流感,深股通,辅助生殖,医疗器械,方舱医院","辅助生殖,医疗器械,肝炎","禽流感,新冠检测,猴痘,方舱医院","深股通,半年报预增"
002742.SZ,三圣股份,"幽门螺杆菌,一带一路,生物医药,职业教育","幽门螺杆菌,生物医药,职业教育",一带一路,
002952.SZ,亚世光电,"半年报预增,电子纸,人民币贬值受益,OLED,柔性屏","电子纸,柔性屏,OLED",,"人民币贬值受益,半年报预增"
301198.SZ,喜悦智行,"节能环保,特斯拉,融资融券,比亚迪,新股与次新股,智能物流,注册制次新股","智能物流,节能环保","比亚迪,特斯拉","新股与次新股,注册制次新股,融资融券"
603555.SH,贵人鸟,"参股保险,体育产业,冰雪产业,摘帽,粮食,新零售","粮食,体育产业,冰雪产业",新零售,"参股保险,摘帽"
688019.SH,安集科技,"沪股通,光刻胶,上海自贸区,专精特新,融资融券,国家大基金持股,集成电路,中芯国际","集成电路,光刻胶","专精特新,中芯国际","沪股通,国家大基金持股,融资融券"
301336.SZ,趣睡科技,"小米,智能家居,露营经济,融资融券,新股与次新股,注册制次新股",智能家居,"小米,露营经济","新股与次新股,注册制次新股,融资融券"
300928.SZ,华安鑫创,"融资融券,无人驾驶,新能源汽车,比亚迪,汽车电子","汽车电子,无人驾驶,新能源汽车",比亚迪,融资融券
600835.SH,上海机电,"标普道琼斯A股,融资融券,上海国资改革,机器人",机器人,,"标普道琼斯A股,融资融券"
300884.SZ,狄耐克,"PM2.5,人脸识别,智能医疗,专精特新,智能家居,机器人,智慧城市,融资融券,安防,方舱医院","PM2.5,人脸识别,智能医疗,智能家居,机器人,安防","专精特新,智慧城市,方舱医院",融资融券
002331.SZ,皖通科技,"区块链,军工,ETC,智慧城市,无人驾驶,物联网,车联网,智能交通,集成电路","区块链,ETC,无人驾驶,物联网,车联网,智能交通,集成电路","智慧城市,军工",
300302.SZ,同有科技,"大数据,军工,数据安全,专精特新,芯片,云计算,融资融券,国产操作系统","大数据,数据安全,云计算,芯片","国产操作系统,专精特新,军工",融资融券
600551.SH,时代出版,"创投,在线教育,参股券商,托育服务,融资融券,文化传媒","文化传媒,在线教育,托育服务",,"创投,参股券商,融资融券"
603809.SH,豪能股份,"军工,专精特新,新能源汽车,大飞机,高铁","大飞机,高铁,新能源汽车","专精特新,军工",
301185.SZ,鸥玛软件,"虚拟现实,云计算,国产软件,阿里巴巴,融资融券,人工智能,新股与次新股,注册制次新股","虚拟现实,人工智能,云计算","国产软件,阿里巴巴","新股与次新股,注册制次新股,融资融券"
002643.SZ,万润股份,"新冠检测,光刻胶,锂电池,OLED,央企国资改革,深股通,仿制药一致性评价,节能照明,融资融券,标普道琼斯A股,钙钛矿电池","锂电池,光刻胶,OLED,仿制药一致性评价,节能照明,钙钛矿电池","新冠检测,央企国资改革","标普道琼斯A股,深股通,融资融券"
300913.SZ,兆龙互连,"5G,人民币贬值受益,送转填权,机器人,机器视觉,融资融券","5G,机器视觉,机器人",,"人民币贬值受益,送转填权,融资融券"
688238.SH,和元生物,"融资融券,新股与次新股,CRO,科创次新股",CRO,,"新股与次新股,科创次新股,融资融券"
300409.SZ,道氏技术,"钴,锂电池,金属铜,石墨烯,燃料电池,深股通,动力电池回收,小金属,供应链金融,比亚迪,宁德时代,新材料,金属镍","钴,锂电池,金属铜,石墨烯,燃料电池,动力电池回收,小金属,供应链金融,新材料,金属镍","比亚迪,宁德时代",深股通
688819.SH,天能股份,"两轮车,锂电池,石墨烯,燃料电池,融资融券,氢能源,新能源汽车,储能","两轮车,锂电池,石墨烯,燃料电池,新能源汽车,氢能源,储能",,融资融券
600463.SH,空港股份,"雄安新区,垃圾分类,基因测序,京津冀一体化,物业管理,军民融合,创投","垃圾分类,物业管理,基因测序",军民融合,创投
603655.SH,朗博科技,新能源汽车,新能源汽车,,
603823.SH,百合花,钠离子电池,钠离子电池,,
605488.SH,福莱新材,新材料,新材料,,
000737.SZ,北方铜业,"参股券商,金属铜,新材料,深股通","金属铜,新材料",,"深股通,参股券商"
300589.SZ,江龙船艇,"创业板重组松绑,军工,送转填权,军民融合,一带一路",,"军工,军民融合,一带一路","创业板重组松绑,送转填权"
300503.SZ,昊志机电,"创业板重组松绑,减速器,高端装备,专精特新,机器人,工业4.0,燃料电池,富士康,工业母机","减速器,高端装备,机器人,燃料电池,工业母机","工业4.0,专精特新,富士康",创业板重组松绑
600855.SH,航天长峰,"军工,智能交通,安防,央企国资改革,智慧城市,融资融券,冬奥会,储能,医疗器械","安防,储能,医疗器械,智能交通","冬奥会,智慧城市,军工,央企国资改革",融资融券
300539.SZ,横河精密,"创业板重组松绑,比亚迪,口罩,机器人","口罩,机器人",比亚迪,创业板重组松绑
600459.SH,贵研铂业,"沪股通,PM2.5,稀缺资源,军工,节能环保,专精特新,固废处理,燃料电池,小金属,融资融券,标普道琼斯A股,新材料,俄乌冲突","PM2.5,节能环保,固废处理,燃料电池,小金属,新材料","专精特新,稀缺资源,军工,俄乌冲突","标普道琼斯A股,沪股通,融资融券"
002756.SZ,永兴材料,"半年报预增,特钢,锂电池,军工,互联网金融,核电,深股通,融资融券","锂电池,互联网金融,特钢,核电",军工,"深股通,半年报预增,融资融券"
300523.SZ,辰安科技,"疫情监测,安防,华为,央企国资改革,网络安全,冬奥会,智慧城市,一带一路,物联网,股权转让","安防,物联网,网络安全","疫情监测,华为,央企国资改革,智慧城市,一带一路,冬奥会",股权转让
603322.SH,超讯通信,"5G,半年报预增,华为,移动支付,摘帽,芯片,智慧城市,云计算,边缘计算,物联网,数据中心,智能物流","5G,移动支付,芯片,云计算,边缘计算,物联网,数据中心,智能物流","华为,智慧城市","半年报预增,摘帽"
600641.SH,万业企业,"沪股通,光伏,参股银行,OLED,创投,芯片,融资融券,TOPCON电池,国家大基金持股,标普道琼斯A股,集成电路","光伏,OLED,芯片,TOPCON电池,集成电路",,"沪股通,国家大基金持股,参股银行,创投,融资融券,标普道琼斯A股"
002409.SZ,雅克科技,"光刻胶,人民币贬值受益,MSCI,OLED,芯片,融资融券,氟化工,深股通,磷化工,国家大基金持股,标普道琼斯A股,中芯国际","光刻胶,OLED,磷化工,芯片,氟化工",中芯国际,"国家大基金持股,人民币贬值受益,MSCI,深股通,融资融券,标普道琼斯A股"
000683.SZ,远兴能源,"MSCI,标普道琼斯A股,化肥,深股通,融资融券,煤炭,煤化工","化肥,煤化工,煤炭",,"标普道琼斯A股,深股通,MSCI,融资融券"
300198.SZ,纳川股份,"锂电池,水利,地下管网,PPP,核电,污水处理,新能源汽车","锂电池,水利,地下管网,核电,污水处理,新能源汽车",PPP,
001226.SZ,拓山重工,"专精特新,新股与次新股,核准制次新股",,专精特新,"核准制次新股,新股与次新股"
002286.SZ,保龄宝,"参股新三板,代糖,生物医药,健康中国","代糖,生物医药",健康中国,参股新三板
300099.SZ,精准信息,"区块链,军工,华为,特高压,军民融合,芯片,燃料电池,融资融券,氢能源,新能源汽车","区块链,特高压,芯片,燃料电池,新能源汽车,氢能源","华为,军工,军民融合",融资融券
300746.SZ,汉嘉设计,"垃圾分类,杭州亚运会,建筑节能,光伏建筑一体化,装配式建筑,天然气,新型城镇化","垃圾分类,建筑节能,光伏建筑一体化,装配式建筑,天然气","杭州亚运会,新型城镇化",
600476.SH,湘邮科技,"蚂蚁金服,国产软件,央企国资改革,卫星导航",卫星导航,"蚂蚁金服,国产软件,央企国资改革",
688163.SH,赛伦生物,"科创次新股,新冠治疗,融资融券,新股与次新股,生物医药",生物医药,新冠治疗,"新股与次新股,科创次新股,融资融券"
300807.SZ,天迈科技,"大数据,数字乡村,EDR,新能源汽车,充电桩,百度,疫情监测,人脸识别,冷链物流,乡村振兴,无人驾驶,东数西算（算力）,比亚迪,智能交通,卫星导航,华为,云计算,物联网,数据中心,网约车,车联网","大数据,充电桩,人脸识别,智能交通,冷链物流,新能源汽车,云计算,无人驾驶,数据中心,EDR,车联网,物联网,网约车,卫星导航","百度,疫情监测,华为,乡村振兴,数字乡村,东数西算（算力）,比亚迪",
603228.SH,景旺电子,"沪股通,5G,华为,特斯拉,OLED,PCB,柔性屏,融资融券,标普道琼斯A股,汽车电子","5G,OLED,PCB,柔性屏,汽车电子","华为,特斯拉","标普道琼斯A股,沪股通,融资融券"
002977.SZ,天箭科技,"军工,卫星导航",卫星导航,军工,
300941.SZ,创识科技,"雄安新区,鸿蒙,送转填权,移动支付,数字货币,融资融券,冬奥会,福建自贸区","数字货币,移动支付","冬奥会,鸿蒙","送转填权,融资融券"
688183.SH,生益电子,"华为,汽车电子,5G,融资融券","5G,汽车电子",华为,融资融券
002997.SZ,瑞鹄模具,"专精特新,机器人,新能源汽车,一体化压铸,华为汽车","新能源汽车,一体化压铸,机器人","专精特新,华为汽车",
301077.SZ,星华反光,"专精特新,送转填权,露营经济,融资融券,新股与次新股,注册制次新股",,"专精特新,露营经济","送转填权,新股与次新股,注册制次新股,融资融券"
300903.SZ,科翔股份,"5G,专精特新,无人机,送转填权,特斯拉,消费电子,PCB,融资融券,比亚迪,汽车电子","5G,无人机,消费电子,PCB,汽车电子","比亚迪,专精特新,特斯拉","送转填权,融资融券"
600817.SH,宇通重工,"节能环保,汽车热管理,无人驾驶,新能源汽车,氢能源","节能环保,汽车热管理,无人驾驶,新能源汽车,氢能源",,
002248.SZ,华东数控,"光伏,工业母机,高端装备","光伏,工业母机,高端装备",,
603028.SH,赛福天,"专精特新,壳资源",,专精特新,壳资源
600165.SH,新日恒力,"参股银行,新材料,国产航母,节能环保","新材料,国产航母,节能环保",,参股银行
603013.SH,亚普股份,"专精特新,央企国资改革,标普道琼斯A股,燃料电池,新能源汽车,氢能源,比亚迪","氢能源,燃料电池,新能源汽车","比亚迪,专精特新,央企国资改革",标普道琼斯A股
301019.SZ,宁波色母,"专精特新,送转填权,新材料,融资融券",新材料,专精特新,"送转填权,融资融券"
000756.SZ,新华制药,"医药电商,医美,幽门螺杆菌,新零售,深股通,仿制药一致性评价,阿里巴巴,标普道琼斯A股,辅助生殖","医药电商,医美,幽门螺杆菌,仿制药一致性评价,辅助生殖","新零售,阿里巴巴","标普道琼斯A股,深股通"
601117.SH,中国化学,"沪股通,MSCI,央企国资改革,中字头股票,证金持股,一带一路,污水处理,融资融券,标普道琼斯A股,新材料,煤化工","新材料,污水处理,煤化工","一带一路,央企国资改革","沪股通,MSCI,中字头股票,证金持股,融资融券,标普道琼斯A股"
002512.SZ,达华智能,"富媒体,量子科技,华为,小米,互联网金融,移动支付,智慧城市,国产软件,一带一路,物联网,融资融券,标普道琼斯A股,卫星导航","富媒体,量子科技,互联网金融,移动支付,物联网,卫星导航","华为,小米,智慧城市,一带一路,国产软件","标普道琼斯A股,融资融券"
688246.SH,嘉和美康,"大数据,数字经济,互联网医疗,科创次新股,融资融券,DRG/DIP,阿里巴巴,数据中心,人工智能,新股与次新股","大数据,互联网医疗,DRG/DIP,数据中心,人工智能","数字经济,阿里巴巴","新股与次新股,科创次新股,融资融券"
603790.SH,雅运股份,染料,染料,,
603638.SH,艾迪精密,"沪股通,减速器,MSCI,机器人,融资融券,标普道琼斯A股","减速器,机器人",,"标普道琼斯A股,MSCI,沪股通,融资融券"
002003.SZ,伟星股份,深股通,,,深股通
600392.SH,盛和资源,"沪股通,苹果,半年报预增,参股保险,稀土永磁,央企国资改革,小金属,融资融券,标普道琼斯A股","稀土永磁,小金属","央企国资改革,苹果","沪股通,半年报预增,参股保险,融资融券,标普道琼斯A股"
300583.SZ,赛托生物,"辅助生殖,半年报预增,生物医药,肝炎","辅助生殖,生物医药,肝炎",,半年报预增
688569.SH,铁科轨道,"央企国资改革,高铁,融资融券",高铁,央企国资改革,融资融券
301036.SZ,双乐股份,"染料,融资融券",染料,,融资融券
605077.SH,华康股份,"人民币贬值受益,代糖",代糖,,人民币贬值受益
605050.SH,福然德,"统一大市场,一体化压铸,新能源汽车","一体化压铸,新能源汽车",统一大市场,
002654.SZ,万润科技,"大数据,军工,智慧灯杆,节能照明,安防,机器人,参股新三板,柔性屏,新能源汽车,快手,独角兽,ETC,MiniLED,智慧城市,比亚迪,汽车电子,抖音,华为,小米,智能家居,文化传媒","大数据,智能家居,机器人,ETC,MiniLED,柔性屏,节能照明,新能源汽车,安防,汽车电子,文化传媒","军工,抖音,快手,华为,小米,智慧灯杆,智慧城市,比亚迪","参股新三板,独角兽"
002721.SZ,金一文化,"黄金,3D打印,杭州亚运会,参股银行,小金属,供应链金融,冬奥会","黄金,3D打印,小金属,供应链金融","冬奥会,杭州亚运会",参股银行
301003.SZ,江苏博云,"人民币贬值受益,送转填权,融资融券,新能源汽车,新材料","新材料,新能源汽车",,"人民币贬值受益,送转填权,融资融券"
002578.SZ,闽发铝业,"光伏,海峡两岸,一带一路,新能源汽车,股权转让,宁德时代","光伏,新能源汽车","海峡两岸,宁德时代,一带一路",股权转让
300715.SZ,凯伦股份,"专精特新,噪声防治,光伏建筑一体化,深股通,长三角一体化","光伏建筑一体化,噪声防治",专精特新,深股通
688050.SH,爱博医疗,"专精特新,MSCI,眼科医疗,融资融券,医疗器械","医疗器械,眼科医疗",专精特新,"MSCI,融资融券"
002902.SZ,铭普光磁,"光伏,5G,半年报预增,数字经济,F5G,汽车电子,华为,电子商务,消费电子,芯片,新能源汽车,储能,第三代半导体","5G,光伏,F5G,汽车电子,电子商务,消费电子,芯片,新能源汽车,储能,第三代半导体","华为,数字经济",半年报预增
688598.SH,金博股份,"沪股通,光伏,第三代半导体,专精特新,MSCI,融资融券,氢能源,新能源汽车,新材料","光伏,新材料,新能源汽车,氢能源,第三代半导体",专精特新,"沪股通,MSCI,融资融券"
000680.SZ,山推股份,"半年报预增,雄安新区,垃圾分类,高端装备,机器人,深股通,一带一路,融资融券,新型城镇化","垃圾分类,高端装备,机器人","一带一路,新型城镇化","深股通,半年报预增,融资融券"
603599.SH,广信股份,"沪股通,半年报预增,草甘膦,融资融券,标普道琼斯A股",草甘膦,,"标普道琼斯A股,半年报预增,沪股通,融资融券"
600346.SH,恒力石化,"沪股通,可降解塑料,同花顺漂亮100,锂电池,MSCI,融资融券,标普道琼斯A股,新材料,煤化工","可降解塑料,锂电池,新材料,煤化工",,"标普道琼斯A股,MSCI,沪股通,融资融券"
600151.SH,航天机电,"光伏,上海自贸区,央企国资改革,军民融合,融资融券",光伏,"央企国资改革,军民融合",融资融券
603619.SH,中曼石油,"半年报预增,人民币贬值受益,一带一路,标普道琼斯A股,天然气,俄乌冲突",天然气,"一带一路,俄乌冲突","标普道琼斯A股,人民币贬值受益,半年报预增"
300959.SZ,线上线下,"富媒体,抖音,融资融券",富媒体,抖音,融资融券
300427.SZ,红相股份,"区块链,光伏,智能电网,军工,专精特新,特高压,军民融合,电力物联网,风电","光伏,区块链,智能电网,特高压,电力物联网,风电","专精特新,军工,军民融合",
