POS,market,sec_code,sec_name,now_price,chg,所属概念,概念个数0#,投资逻辑,主营关键字,所属通达信行业
3939,1,600370,三房巷,2.66,0.00,降解塑料;含可转债,2,国内PET聚酯行业知名企业,PET瓶级聚酯切片,@通达信行业@
3940,1,600371,万向德农,11.42,-1.38,种业;乡村振兴,2,拥有当前推广面积最大的玉米品种~郑单958~品种经营权,玉米种子,@通达信行业@
3941,1,600702,舍得酒业,134.02,-2.67,白酒概念;C2M概念,2,全国最大规模优质白酒生产企业之一,浓香型白酒,@通达信行业@
3942,1,603065,宿迁联盛,14.53,-1.89,次新股;新材料,2,全球最主要的光稳定剂制造与服务商之一,塑料防老剂,@通达信行业@
3943,0,002286,保龄宝,8.22,0.49,代糖概念;民营银行,2,国内功能配料行业的龙头企业,果葡糖浆,@通达信行业@
3944,1,600055,万东医疗,19.99,-1.09,数据中心;智能医疗,2,国内医学影像行业领先地位,医用诊断X射线机,@通达信行业@
3945,1,688517,金冠电气,21.83,-2.41,充电桩;特高压,2,国内超特高压交直流避雷器领域先进企业,配网产品,@通达信行业@
3946,0,300856,科思股份,76.00,-2.30,维生素;含可转债,2,全球最主要的化学防晒剂制造商之一,化妆品活性成分,@通达信行业@
3947,1,600373,中文传媒,13.95,-8.28,虚拟现实;网络游戏,2,中国文化产业领军品牌和江西文化产业的领跑者,大众图书出版,@通达信行业@
3948,1,601061,中信金属,8.95,-1.76,中特估;次新股,2,公司控制着全球超过70%的铌资源储量,金属及矿产品贸易,@通达信行业@
3949,1,605008,长鸿高科,13.92,-0.71,降解塑料;新材料,2,努力发展为代表行业一流水平的大规模高新技术企业,热塑性弹性体,@通达信行业@
3950,1,688519,南亚新材,24.72,-4.00,5G概念;新材料,2,全球前二十名的内资覆铜板厂商,覆铜板,@通达信行业@
3951,0,000048,京基智农,18.95,-0.79,猪肉;鸡肉,2,中国境内首家农牧上市企业，京基集团旗下上市公司,房地产、饲料,@通达信行业@
3952,0,002289,ST宇顺,6.28,5.02,ST板块;消费电子,2,液晶显示模组供应商之一,触控显示,@通达信行业@
3953,1,600058,五矿发展,9.70,0.10,央企改革;电商概念,2,国内黑色金属流通领域最大的综合服务商之一,金属贸易,@通达信行业@
3954,1,603069,海汽集团,20.31,-2.82,海南自贸;免税概念,2,海南省道路客运的龙头企业,公路客运,@通达信行业@
3955,1,603551,奥普家居,12.24,-0.41,智能家居;杭州亚运,2,浴霸行业和集成吊顶行业国家标准制定组长单位,浴霸(产品),@通达信行业@
3956,0,002290,禾盛新材,11.97,3.46,互联金融;新材料,2,国内家电用复合材料行业前列厂商,家电用复合材料,@通达信行业@
3957,0,300859,*ST西域,26.87,0.07,ST板块;在线旅游,2,新疆龙头、西部领先的旅游综合服务企业,旅游客运业务,@通达信行业@
3958,1,600059,古越龙山,10.35,-2.08,杭州亚运;白酒概念,2,国内最大的黄酒生产基地、黄酒行业龙头企业,黄酒,@通达信行业@
3959,1,600707,彩虹股份,4.60,-1.92,OLED概念;新材料,2,液晶玻璃基板行业龙头企业、面板行业领先企业,液晶面板、液晶玻璃基板,@通达信行业@
3960,1,605011,杭州热电,35.77,3.95,绿色电力;光伏,2,浙江较早建成的热电联产集中供热企业,热电联产,@通达信行业@
3961,1,688172,燕东微,25.49,-3.34,芯片;次新股,2,数字三极管、ECM前置放大器出货量位居国内前列,分立器件、模拟IC,@通达信行业@
3962,0,002029,七 匹 狼,5.84,-1.02,口罩防护;海峡西岸,2,中国男装品牌领先企业,茄克,@通达信行业@
3963,0,002830,名雕股份,11.70,-0.26,装饰园林;网络直播,2,中高端家装品牌，拥有家装工程现场智能管理系统,住宅装饰设计施工,@通达信行业@
3964,1,601077,渝农商行,3.84,0.26,含H股;小米概念,2,全国首家上市农商行、西部首家上市银行,农商行,@通达信行业@
3965,1,603073,彩蝶实业,20.60,-1.34,一带一路;次新股,2,老牌纺织企业，主营涤纶面料、无缝成衣等,涤纶面料，无缝成衣,@通达信行业@
3966,1,605018,长华集团,10.36,0.10,一体压铸;新能源车,2,致力于成为国内领先的汽车零部件供应商,紧固件与冲焊件,@通达信行业@
3967,1,688523,航天环宇,26.39,-5.88,次新股;国防军工,2,公司被评选为“探月工程嫦娥四号任务突出贡献单位”,航空航天,@通达信行业@
3968,0,301138,华研精机,32.24,-2.75,机器视觉;智能机器,2,瓶坯智能成型系统领域具有领先地位,瓶坯智能成型系统,@通达信行业@
3969,1,605020,永和股份,24.52,-1.64,含可转债;氟概念,2,我国氟化工行业中产业链最完整的企业之一,氟化学产品,@通达信行业@
3970,0,002294,信立泰,30.94,-0.51,创新药;仿制药,2,国内心血管领域领先地位,化学制剂,@通达信行业@
3971,0,300863,卡倍亿,64.10,0.38,特斯拉;新能源车,2,致力于成为国际知名汽车线缆专业供应商,汽车线缆,@通达信行业@
3972,1,688177,百奥泰,25.92,-1.74,新冠药;创新药,2,ADC创新药行业领先企业,创新型生物制药,@通达信行业@
3973,1,600064,南京高科,6.53,-0.31,创投概念;污水处理,2,房地产、市政等业务资质全面，股权投资业务发展迅速,江苏南京地产,@通达信行业@
3974,1,600382,广东明珠,4.74,0.00,白酒概念;PPP概念,2,公司拥有的大顶铁矿是国内少有的优质矿山,铁矿采选,@通达信行业@
3975,1,600713,南京医药,5.23,-1.51,养老概念;冷链物流,2,苏皖闽三省药品流通行业领先企业之一,医药批发,@通达信行业@
3976,0,300865,大宏立,20.60,-2.51,一带一路;新型城镇,2,国内破碎筛分成套设备一线厂商,破碎筛分设备,@通达信行业@
3977,0,301148,嘉戎技术,20.99,-0.52,新型城镇;污水处理,2,公司主营高性能膜技术产品,膜分离装备,@通达信行业@
3978,1,600714,金瑞矿业,8.46,-1.74,稀缺资源;稀土永磁,2,国内重要的锶盐系列产品的生产商之一,锶盐,@通达信行业@
3979,1,605050,福然德,11.67,0.17,一体压铸;新能源车,2,国内具有一定规模的钢材物流供应链服务企业之一,物流供应链,@通达信行业@
3980,0,002836,新宏泽,7.71,-0.77,烟草概念;口罩防护,2,专业烟标印刷整体服务供应商,烟标,@通达信行业@
3981,1,603567,珍宝岛,14.83,-5.90,创新药;仿制药,2,主导产品为国家驰名商标“珍宝岛”系列产品,心脑血管,@通达信行业@
3982,0,301150,中一科技,61.05,5.06,锂电池;复合铜箔,2,国内重要的锂电铜箔厂商，为宁德时代子公司供货商之一,锂电铜箔,@通达信行业@
3983,1,601100,恒立液压,65.80,-0.83,高端装备;通达信88,2,国内四大挖掘机专用油缸供应商之一,挖掘机用油缸,@通达信行业@
3984,0,000799,酒鬼酒,93.83,-1.91,央企改革;白酒概念,2,中国馥郁香型白酒第一品牌,馥郁香型白酒,@通达信行业@
3985,1,600717,天津港,4.26,0.24,雄安新区;一带一路,2,大型港口综合服务商,港口装卸,@通达信行业@
3986,1,601101,昊华能源,5.63,-1.05,氢能源;稀缺资源,2,国内较大型无烟煤出口公司,煤炭,@通达信行业@
3987,1,688182,XD灿勤科,25.70,-5.72,卫星导航;国防军工,2,陶瓷介质滤波器领域领头企业,滤波器、谐振器,@通达信行业@
3988,1,603085,天成自控,9.74,0.52,婴童概念;国防军工,2,工程机械座椅国家标准的起草单位之一,车辆座椅,@通达信行业@
3989,1,688536,思瑞浦,218.00,-2.71,5G概念;芯片,2,国内信号链芯片龙头之一,信号链芯片,@通达信行业@
3990,1,600073,上海梅林,7.36,-1.21,预制菜;猪肉,2,综合食品制造和服务的提供商,冷鲜肉,@通达信行业@
3991,1,688184,帕瓦股份,30.24,-1.34,锂电池;次新股,2,专注于NCM三元前驱体，市场份额为2.00%，列第九名,锂离子电池三元正极材料前驱体,@通达信行业@
3992,1,688538,和辉光电,2.52,0.00,OLED概念;小米概念,2,中小尺寸AMOLED行业领先企业,中小尺寸AMOLED,@通达信行业@
3993,1,603087,甘李药业,36.97,-2.84,基因概念;创新药,2,糖尿病治疗领域的领先企业,胰岛素制剂(产品),@通达信行业@
3994,1,605068,明新旭腾,24.05,0.88,含可转债;新材料,2,较有竞争力的中高端汽车内饰皮革厂商,汽车皮革,@通达信行业@
3995,1,688543,N国科,50.68,16.05,国防军工;次新股,2,我军重要的武器装备供应商之一,导弹,@通达信行业@
3996,1,603585,苏利股份,14.75,-1.99,虫害防治;含可转债,2,国内领先的百菌清原药生产厂家,杀菌剂、阻燃剂,@通达信行业@
3997,0,000809,铁岭新城,3.96,-0.50,新型城镇;污水处理,2,铁岭新城区唯一一家土地一级开发商,辽宁地产,@通达信行业@
3998,1,688189,南新制药,9.08,-2.58,仿制药;创新药,2,将公司打造成国内感冒用药领军企业,帕拉米韦氯化钠,@通达信行业@
3999,1,688552,航天南湖,24.85,-4.05,国防军工;次新股,2,公司是我国防空预警雷达主要生产单位之一,雷达,@通达信行业@
4000,0,301160,翔楼新材,34.65,2.09,新能源车;新材料,2,国内精冲特钢行业龙头,精密冲压特殊钢,@通达信行业@
4001,1,600726,华电能源,2.82,-1.05,含B股;绿色电力,2,黑龙江省最大的发电及集中供热运营商,火电（黑龙江）,@通达信行业@
4002,1,603587,XD地素时,13.98,-1.34,新零售;电商概念,2,主营中高端品牌女装的服饰时尚集团,中高端品牌女装,@通达信行业@
4003,0,000090,天健集团,5.02,-0.59,粤港澳;租购同权,2,深圳市国资委控股企业，主营地产开发、工程施工、,工程施工、地产开发,@通达信行业@
4004,0,300611,美力科技,9.10,0.11,特斯拉;新能源车,2,主营高端弹簧产品的研发、生产和销售，浙江省著名商标,汽车零配件弹簧,@通达信行业@
4005,0,300878,维康药业,22.05,-2.00,肝炎概念;新冠药,2,现代中药行业优秀企业,中药及西药,@通达信行业@
4006,0,301161,唯万密封,22.71,-0.83,次新股;新材料,2,国内液压气动密封件行业知名企业,气动密封产品,@通达信行业@
4007,0,000096,广聚能源,7.85,-0.63,粤港澳;油气改革,2,珠三角地区成品油及液化石油气的主要经销者之一,成品油,@通达信行业@
4008,0,002849,威星智能,19.63,-1.65,物联网;天然气,2,超声波燃气表市场领先,智能燃气计量终端,@通达信行业@
4009,1,600082,海泰发展,3.07,-1.29,超导概念;创投概念,2,最早以创业孵化带动工业地产与产业投资的园区上市公司,科技园区开发与运营,@通达信行业@
4010,1,605089,味知香,39.43,-1.33,预制菜;冷链物流,2,公司成为了行业领先的半成品菜生产企业之一。,半成品菜,@通达信行业@
4011,1,600083,博信股份,6.91,-0.72,智能机器;智能穿戴,2,教育、健康、文娱、智能家居等多方向布局的综合企业,对外投资业务,@通达信行业@
4012,1,688557,兰剑智能,34.96,-2.43,智能机器;物联网,2,国内仓储物流自动化拣选系统装备领域的优势企业,智能仓储物流自动化系统,@通达信行业@
4013,0,002048,宁波华翔,13.07,0.77,汽车电子;特斯拉,2,国内汽车制造商的主要零部件供应商之一,内饰件,@通达信行业@
4014,0,002311,海大集团,48.42,-1.51,通达信88;猪肉,2,水产饲料行业全球领先，同时销售禽畜饲料,水产+畜禽饲料,@通达信行业@
4015,1,688558,国盛智科,35.00,-1.99,工业母机;高端装备,2,金属切削数控机床领域整体技术水平达到国内先进水平,数控机床,@通达信行业@
4016,0,300615,欣天科技,17.50,-2.23,5G概念;新能源车,2,射频金属元器件行业领先企业,射频金属元器件,@通达信行业@
4017,1,600085,同仁堂,54.27,-1.54,通达信88;仿制药,2,国内最先进、年产量最大的传统中成药生产企业,心脑血管、补益,@通达信行业@
4018,1,603596,伯特利,82.30,2.90,含可转债;创投概念,2,国内汽车制动领域的龙头,汽车制动系统产品,@通达信行业@
4019,1,688196,卓越新能,43.04,-1.44,生物质能;降解塑料,2,国内产销规模最大、持续经营时间最长的生物柴油企业,废油脂产生物柴油,@通达信行业@
4020,0,300616,尚品宅配,20.02,-3.70,智能家居;民营银行,2,具有领先的全屋家具定制的优势,定制家具,@通达信行业@
4021,1,600088,中视传媒,14.45,-8.72,央企改革;超清视频,2,中央电视台旗下上市公司，影视、广告、旅游三大主营,旅游+影视,@通达信行业@
4022,1,603102,百合股份,42.39,0.47,维生素;NMN概念,2,营养保健食品领域知名企业,营养保健食品,@通达信行业@
4023,0,002052,ST同洲,1.88,0.53,体育概念;ST板块,2,公司新能源电池业务获得一定的市场份额,锂离子电池,@通达信行业@
4024,0,300618,寒锐钴业,31.85,-1.91,电池回收;钴金属,2,中国和世界钴粉产品的主要供应商之一,钴粉,@通达信行业@
4025,1,600409,三友化工,5.27,-1.13,有机硅;央企改革,2,国内粘胶短纤行业中成本最低、最大纯碱生产企业之一,粘胶短纤,@通达信行业@
4026,1,688199,久日新材,29.15,-2.44,光刻机;新材料,2,全国产量最大、品种最全的光引发剂生产供应商之一,光引发剂,@通达信行业@
4027,1,600095,湘财股份,7.62,-2.43,基因概念;创投概念,2,位于湖南长沙的综合类证券公司,证券业务,@通达信行业@
4028,1,603602,XD纵横通,12.14,-1.46,含可转债;5G概念,2,通信网络技术服务领域高新技术企业,通信网络建设服务,@通达信行业@
4029,1,605117,德业股份,145.40,-0.51,光伏;储能,2,国内为变频空调整机企业提供变频控制器的业内龙头企业,逆变器,@通达信行业@
4030,0,002859,洁美科技,28.00,-1.13,含可转债;消费电子,2,被动元器件用纸质载带全球龙头,纸质载带,@通达信行业@
4031,1,600737,中粮糖业,8.17,-1.68,乡村振兴;央企改革,2,国内最大的食糖生产和贸易企业,糖业制品,@通达信行业@
4032,1,601156,东航物流,13.00,-1.22,央企改革;冷链物流,2,航空速运、地面综合服务和综合物流解决方案提供商,航空速运,@通达信行业@
4033,0,000166,申万宏源,4.54,-1.30,含H股;央企改革,2,一家中国领先的以证券业务为核心的投资控股集团,AA级券商,@通达信行业@
4034,0,002319,乐通股份,15.02,0.20,烟草概念;石墨烯,2,国内包装印刷油墨行业的龙头企业,凹印油墨,@通达信行业@
4035,1,603605,珀莱雅,105.93,-2.99,通达信88;含可转债,2,本土知名化妆品品牌,化妆品,@通达信行业@
4036,1,603110,东方材料,24.76,-1.98,石墨烯;聚氨酯,2,国内最早一批生产环保油墨的企业,包装油墨,@通达信行业@
4037,1,603606,东方电缆,47.86,-1.26,风电;高端装备,2,我国海洋电缆领域的领先企业,电缆,@通达信行业@
4038,0,000828,东莞控股,9.04,-0.88,粤港澳;充电桩,2,经营管理的莞深高速是广东省珠三角环线高速的重要组成,公路收费,@通达信行业@
4039,0,300891,惠云钛业,8.85,-2.32,含可转债;钛金属,2,公司是钛白粉精细化工高新技术企业,钛白粉,@通达信行业@
4040,1,601163,三角轮胎,15.30,0.00,胎压监测;大飞机,2,国内主要的轮胎制造商和供应商之一,全钢胎,@通达信行业@
4041,1,605128,上海沿浦,43.00,4.75,新能源车;含可转债,2,国内经验丰富的汽车零部件制造商,汽车座椅,@通达信行业@
4042,1,688206,概伦电子,27.68,-3.92,芯片;EDA概念,2,本土具有国际竞争力的EDA企业,EDA产品及解决方案,@通达信行业@
4043,1,688570,天玛智控,26.73,-3.95,人工智能;次新股,2,公司综采自动化控制系统市占率第一,煤矿工控设备,@通达信行业@
4044,0,300625,三雄极光,12.18,-2.17,跨境电商;绿色照明,2,照明解决方案和专业服务提供商,照明灯具,@通达信行业@
4045,1,603112,华翔股份,11.33,0.09,3D打印;含可转债,2,国内白色家电压缩机零部件市场龙头,金属零部件,@通达信行业@
4046,0,002864,盘龙药业,41.64,-2.18,新冠药;肝炎概念,2,先进的综合性现代化中成药生产企业，独家品种盘龙七片,中成药制造,@通达信行业@
4047,0,300626,华瑞股份,9.15,0.22,智能机器;特斯拉,2,全球知名的电动工具换向器供应商,电机换向器,@通达信行业@
4048,1,600422,昆药集团,20.80,-3.97,工业大麻;创新药,2,全球最全的血塞通系列产品线和主要的青蒿素产品供应商,心脑血管,@通达信行业@
4049,0,000401,冀东水泥,7.42,-1.59,含可转债;雄安新区,2,中国北方最大的水泥生产厂商之一,水泥,@通达信行业@
4050,1,603115,海星股份,14.85,-1.13,新材料;6G概念,2,国内规模领先的铝电解电容器用电极箔生产企业,化成箔,@通达信行业@
4051,0,000402,金 融 街,4.51,-1.31,碳中和;物业管理,2,国内领先的商务地产开发企业，北京商务核心地段,商业地产,@通达信行业@
4052,1,600425,XD青松建,4.60,-2.34,一带一路;中特估,2,南疆的水泥龙头企业,水泥,@通达信行业@
4053,1,603116,红蜻蜓,5.65,-1.57,C2M概念;新零售,2,一牌多品的领先鞋类企业,皮鞋,@通达信行业@
4054,0,002867,周大生,16.81,-2.72,黄金概念;创投概念,2,国内最具规模的珠宝品牌运营商之一,镶嵌首饰,@通达信行业@
4055,1,603612,索通发展,16.68,-0.42,新材料;锂电池,2,预焙阳极第一标的,预焙阳极,@通达信行业@
4056,1,605155,西大门,13.81,0.36,新材料;绿色建筑,2,我国功能性遮阳材料细分领域的龙头企业,功能性遮阳材料,@通达信行业@
4057,0,002868,绿康生化,35.17,-2.28,光伏;POE胶膜,2,全球少数亚甲基水杨酸杆菌肽通过FDA现场审核企业之一,兽用杆菌肽产品,@通达信行业@
4058,0,300897,山科智能,33.21,-2.18,物联网;智慧城市,2,掌握了国内大口径水表监控的关键技术,智能远传水表,@通达信行业@
4059,1,605158,华达新材,7.30,-0.54,一带一路;新材料,2,国内彩涂板领先生产商，出口量连续多年居国内前列,涂层板、锌铝板,@通达信行业@
4060,1,688580,伟思医疗,70.55,0.93,智能机器;人脑工程,2,康复医疗器械行业领先企业,电刺激类,@通达信行业@
4061,0,002066,瑞泰科技,11.45,-0.17,碳中和;新材料,2,中国建材集团旗下，国内领先的综合型耐火材料服务商,耐火材料,@通达信行业@
4062,0,300371,汇中股份,12.50,-1.19,雄安新区;物联网,2,公司超声测流产品的核心技术达到国内先进或领先水平,超声测流表,@通达信行业@
4063,0,300899,上海凯鑫,22.36,-0.75,污水处理;上海自贸,2,少数能提供工业流体领域膜分离技术应用方案的企业,流体特种分离膜,@通达信行业@
4064,0,301187,欧圣电气,17.60,-3.35,跨境电商;智能机器,2,国内领先的小型空压机和干湿两用吸尘器制造商,小型空压机和干湿两用吸尘器,@通达信行业@
4065,1,605166,聚合顺,8.84,-1.12,新材料;含可转债,2,国内知名聚酰胺新材料解决方案提供商,纤维级切片(产品),@通达信行业@
4066,0,000848,承德露露,8.78,-1.35,雄安新区;新零售,2,我国境内最大的杏仁露生产企业,杏仁露,@通达信行业@
4067,0,002595,豪迈科技,35.43,-1.45,风电;工业母机,2,世界轮胎模具行业的领跑者,轮胎模具,@通达信行业@
4068,1,603617,君禾股份,9.67,0.52,跨境电商;水利建设,2,我国家用水泵龙头企业,潜水泵,@通达信行业@
4069,0,000850,华茂股份,3.69,-1.34,口罩防护;冷链物流,2,~中国棉纺织精品生产基地~，具有完整的产业链,纯棉纱线,@通达信行业@
4070,1,688217,睿昂基因,38.57,-1.53,数据要素;新冠检测,2,拥有分子诊断四大技术平台，多款国内首家或独家的产品,体外诊断产品,@通达信行业@
4071,0,000411,英特集团,11.75,-0.42,含可转债;冷链物流,2,浙江省医药流通行业区域龙头企业之一,医药批发,@通达信行业@
4072,0,300375,鹏翎股份,3.76,0.27,热管理;新能源车,2,国内汽车胶管行业的大型企业,发动机软管总成,@通达信行业@
4073,0,300902,国安达,37.51,2.51,新能源车;智能机器,2,国内交通运输、电力电网自动灭火系统主要供应商之一,自动灭火装置及系统,@通达信行业@
4074,0,301190,善水科技,17.30,-2.20,分散染料;幽门菌,2,行业领先的染料中间体制造商,染料中间体,@通达信行业@
4075,1,603619,中曼石油,16.69,2.02,天然气;一带一路,2,民营钻井服务龙头，石油装备制造商,钻井工程服务,@通达信行业@
4076,1,688586,江航装备,14.28,0.28,国防军工;央企改革,2,国内唯一的航空氧气系统研制基地,航空氧气系统,@通达信行业@
4077,0,002072,凯瑞德,6.02,-1.63,网络游戏;跨境电商,2,国内煤炭贸易知名企业,煤炭贸易,@通达信行业@
4078,0,002333,罗普斯金,5.81,-1.02,苹果概念;BIPV概念,2,长三角区域的铝合金建材加工龙头,铝合金建材,@通达信行业@
4079,0,300107,建新股份,4.68,-1.47,雄安新区;分散染料,2,二五酸和间羟基，两种产品市场占有率全球第一,苯系中间体,@通达信行业@
4080,1,600439,瑞贝卡,2.43,-1.22,跨境电商;医美概念,2,我国最大的发制品生产和销售企业,假发,@通达信行业@
4081,0,000856,冀东装备,8.45,-0.47,雄安新区;智能机器,2,国内一流，世界知名的水泥装备制造商,水泥装备,@通达信行业@
4082,0,300108,*ST吉药,1.96,0.51,ST板块;创新药,2,化工行业领先，医药行业前列,中药,@通达信行业@
4083,0,300637,扬帆新材,6.73,-2.32,光刻机;新材料,2,全球光引发剂及巯基化合物主要生产供应商之一,巯基化合物,@通达信行业@
4084,0,002877,智能自控,9.72,-3.57,含可转债;人工智能,2,定位中高端市场的控制阀制造商,智能控制阀,@通达信行业@
4085,1,688221,前沿生物,10.28,-2.37,创新药;新冠药,2,公司在HIV长效治疗及免疫治疗细分领域具有较强竞争力,抗HIV病毒药物,@通达信行业@
4086,0,301195,北路智控,49.09,-2.42,次新股;工业软件,2,智能化矿山产品与服务专家,智能矿山,@通达信行业@
4087,1,600448,华纺股份,2.80,0.00,口罩防护;C2M概念,2,中国规模最大综合纺织印染企业之一,印染,@通达信行业@
4088,1,688593,新相微,17.63,-6.72,次新股;芯片,2,中国内地领先的显示芯片供应商之一,显示芯片,@通达信行业@
4089,0,000419,通程控股,5.41,-1.99,新零售;预制菜,2,湖南省销售规模最大、经营效益最好的商业企业,商业零售,@通达信行业@
4090,0,000860,顺鑫农业,31.98,-1.60,猪肉;白酒概念,2,北京地区保持自主酿造规模最大的白酒企业,牛栏山二锅头,@通达信行业@
4091,0,300111,向日葵,2.93,-2.33,TOPCon;幽门菌,2,已拥有较为完整的抗感染、抗高血压药物产业链,抗感染药物,@通达信行业@
4092,1,600117,*ST西钢,3.15,4.30,ST板块;铁路基建,2,西部地区知名的资源型特殊钢生产基地,特殊钢,@通达信行业@
4093,1,601218,吉鑫科技,3.64,-1.89,绿色电力;风电,2,国内风电铸件行业的领先企业,风电铸件,@通达信行业@
4094,0,000420,吉林化纤,3.31,-1.19,碳纤维;口罩防护,2,竹纤维行业龙头，人造纤维制造行业排头兵企业,粘胶长丝,@通达信行业@
4095,0,300641,正丹股份,5.05,0.20,新材料;含可转债,2,特种精细化学品和高端环保新材料领域拥有核心技术产权,偏苯三酸酐,@通达信行业@
4096,1,600452,涪陵电力,21.37,0.66,节能;央企改革,2,国网旗下唯一配电和节能业务平台，业务深耕涪陵,水电（重庆）,@通达信行业@
4097,1,688596,正帆科技,40.42,-4.69,工业气体;芯片,2,工艺介质供应系统龙头企业之一,工艺介质供应系统、特种气体,@通达信行业@
4098,0,002078,太阳纸业,10.37,-1.52,代糖概念;通达信88,2,国内林浆纸一体化综合性造纸龙头企业,林浆纸一体化、文印用纸,@通达信行业@
4099,1,600119,长江投资,5.80,-1.36,上海自贸;跨境电商,2,现代综合物流的标杆企业,物流及仓储,@通达信行业@
4100,1,600455,博通股份,22.12,-1.65,国产软件;职业教育,2,主营高等教育，城市学院国内前列，辅有计算机信息技术,高等教育,@通达信行业@
4101,1,603637,镇海股份,7.88,-0.51,碳中和;氢能源,2,炼化工程行业细分龙头，多次获得国家级工程类奖项,工程总承包,@通达信行业@
4102,1,605188,国光连锁,8.90,-4.20,预制菜;新零售,2,江西本土领先的连锁经营企业之一,江西超市,@通达信行业@
4103,0,002606,大连电瓷,9.05,1.34,虚拟电厂;特高压,2,我国最大的线路瓷绝缘子生产企业,悬瓷绝缘子,@通达信行业@
4104,0,300911,亿田智能,37.67,-2.99,阿里概念;电商概念,2,集成灶行业知名企业，《集成灶》起草单位,集成灶等厨卫电器,@通达信行业@
4105,0,300912,凯龙高科,22.85,11.25,热管理;空气治理,2,该公司为内燃机尾气处理装备领域的领先企业,尾气净化装置,@通达信行业@
4106,1,600763,通策医疗,97.82,-2.21,辅助生殖;民营医院,2,国内唯一以口腔医疗/辅助生殖等为主营的主板上市公司,口腔/辅助生殖,@通达信行业@
4107,1,603639,海利尔,16.84,-1.12,虫害防治;一带一路,2,国内农药制剂领域龙头企业之一,农药,@通达信行业@
4108,1,600123,兰花科创,8.10,-2.17,污水处理;稀缺资源,2,地处全国最大无烟煤产区沁水煤田腹地,煤炭、化肥化工,@通达信行业@
4109,1,605198,安德利,18.78,-0.84,乡村振兴;含H股,2,公司浓缩果汁加工能力和生产规模居世界首位,浓缩果汁,@通达信行业@
4110,1,603139,康惠制药,15.13,-1.11,幽门菌;NMN概念,2,产品丰富的优秀中成药生产企业,中成药,@通达信行业@
4111,1,688231,隆达股份,27.97,-1.51,次新股;国防军工,2,高品质高温合金材料解决方案供应商,高温合金,@通达信行业@
4112,0,000429,粤高速Ａ,7.67,-0.26,粤港澳;含B股,2,广东省开发高速公路和特大桥梁的主要机构之一,公路收费,@通达信行业@
4113,1,600462,ST九有,2.04,0.49,ST板块;网红经济,2,公关服务、互联网文化娱乐行业公司,公关营销服务类,@通达信行业@
4114,1,603150,万朗磁塑,25.57,0.04,一带一路;冷链物流,2,具有领先优势的冰箱磁性门封生产企业,冰箱门封,@通达信行业@
4115,0,301206,三元生物,29.80,-0.67,代糖概念;生物质能,2,全球赤藓糖醇行业产量最大的企业,新型甜味剂,@通达信行业@
4116,0,301207,华兰疫苗,32.94,-3.74,生物疫苗;肝炎概念,2,国内流感疫苗龙头企业,流感疫苗,@通达信行业@
4117,1,605228,神通科技,9.18,0.33,特斯拉;毫米雷达,2,中国精密注塑模具重点骨干企业,汽车非金属部件,@通达信行业@
4118,1,688234,天岳先进,72.44,-3.25,芯片;三代半导,2,半绝缘型碳化硅衬底市场的世界前三,碳化硅衬底,@通达信行业@
4119,0,002890,弘宇股份,13.80,0.00,乡村振兴;体育概念,2,中国农业机械零部件龙头企业,拖拉机液压提升器,@通达信行业@
4120,0,300122,智飞生物,44.48,-1.44,生物疫苗;创新药,2,我国本土综合实力最强的民营生物疫苗供应和服务商,二类疫苗,@通达信行业@
4121,0,301208,中亦科技,60.42,-1.60,跨境支付;信创,2,国内领先的IT架构“服务+产品”综合提供商,IT运维,@通达信行业@
4122,1,603155,新亚强,26.18,0.11,有机硅;新材料,2,中国氟硅行业十大品牌,六甲基二硅氮烷,@通达信行业@
4123,0,002891,中宠股份,23.83,-1.45,含可转债;鸡肉,2,国内宠物食品产线最长、最全的公司之一,宠物零食,@通达信行业@
4124,1,600771,广誉远,34.55,-2.37,新冠药;白酒概念,2,中国现存最为悠久的中药企业与药品品牌，中华老字号,传统中药,@通达信行业@
4125,1,688611,杭州柯林,43.68,-0.95,特高压;智能电网,2,电气智能感知与诊断预警设备知名企业,电力设备检测,@通达信行业@
4126,0,002892,科力尔,14.08,10.00,智能家居;智能机器,2,全球主要单相罩极电机制造商之一,微特电机制造业,@通达信行业@
4127,0,300922,天秦装备,19.82,-3.22,国防军工;高端装备,2,国内防务装备防护领域最具竞争力的企业之一,防护装置,@通达信行业@
4128,1,603661,恒林股份,32.43,-2.44,跨境电商;小米概念,2,国内领先的健康坐具开发商、国内办公椅制造商及出口商,办公椅,@通达信行业@
4129,1,688237,超卓航科,44.45,-1.44,新能源车;国防军工,2,国内少数掌握冷喷涂增材制造技术的企业之一,航空维修,@通达信行业@
4130,0,000504,南华生物,11.52,-3.52,节能;免疫治疗,2,“生物医药+节能环保”双主业模式,干细胞储存,@通达信行业@
4131,0,002893,京能热力,10.13,0.70,节能;碳中和,2,专注于供热领域业务的专业化供热企业,热力服务收入,@通达信行业@
4132,0,300923,研奥股份,21.79,-0.95,电子纸;储能,2,城轨车辆电气设备领先企业,轨道车辆电气设备,@通达信行业@
4133,0,301211,亨迪药业,25.59,-3.32,肝炎概念;新冠药,2,国内布洛芬原料药行业领先企业,布洛芬原料药,@通达信行业@
4134,0,000886,海南高速,5.15,-1.90,免税概念;海南自贸,2,海南省最大的高速公路经营管理及房地产开发企业,海南地产,@通达信行业@
